Fecha,Marea,Nivel
2024-10-12 00:00:00,0.088,0.66
2024-10-12 00:10:00,0.08907931662344988,0.6235162613601712
2024-10-12 00:20:00,0.08923658175532104,0.5828923397562086
2024-10-12 00:30:00,0.08863953902726256,0.5386784940031611
2024-10-12 00:40:00,0.0874559320709235,0.491424982916078
2024-10-12 00:50:00,0.08585350451795296,0.44168206531000787
2024-10-12 01:00:00,0.084,0.39
2024-10-12 01:10:00,0.08206316214871372,0.3369290458011032
2024-10-12 01:20:00,0.08021073459574318,0.2830194615283665
2024-10-12 01:30:00,0.07861046097273745,0.22882150599683884
2024-10-12 01:40:00,0.07743008491134565,0.17488543802156922
2024-10-12 01:50:00,0.0768373500432168,0.12176151641760662
2024-10-12 02:00:00,0.077,0.06999999999999999
2024-10-12 02:10:00,0.07801988663354711,0.020063851731712327
2024-10-12 02:20:00,0.0797352946765211,-0.027933148832637478
2024-10-12 02:30:00,0.08191861708178765,-0.07396451799051651
2024-10-12 02:40:00,0.0843422468022125,-0.11800377203939189
2024-10-12 02:50:00,0.08677857679066137,-0.16002442727673064
2024-10-12 03:00:00,0.089,-0.19999999999999998
2024-10-12 03:10:00,0.09080636539117189,-0.2378326008761006
2024-10-12 03:20:00,0.09210734595743171,-0.2731387180496684
2024-10-12 03:30:00,0.09284007070011195,-0.3054634340347727
2024-10-12 03:40:00,0.09294166862054509,-0.3343518313454831
2024-10-12 03:50:00,0.09234926872006362,-0.35934899249586905
2024-10-12 04:00:00,0.091,-0.38
2024-10-12 04:10:00,0.08888428143139498,-0.3959093741532356
2024-10-12 04:20:00,0.08620569186412244,-0.40691938637609637
2024-10-12 04:30:00,0.08322110011776454,-0.4129317458703926
2024-10-12 04:40:00,0.0801873750119034,-0.41384816183793494
2024-10-12 04:50:00,0.07736138536612117,-0.40957034348053395
2024-10-12 05:00:00,0.075,-0.4
2024-10-12 05:10:00,0.07329076814250743,-0.38510397658503076
2024-10-12 05:20:00,0.07214396066015255,-0.36510966237187203
2024-10-12 05:30:00,0.07140052882882988,-0.3403095824836567
2024-10-12 05:40:00,0.0709014239244339,-0.31099626204351777
2024-10-12 05:50:00,0.07048759722285912,-0.2774622261745879
2024-10-12 06:00:00,0.07,-0.24000000000000002
2024-10-12 06:10:00,0.06931838673931606,-0.19890620098812278
2024-10-12 06:20:00,0.06847772475452661,-0.15449381598826725
2024-10-12 06:30:00,0.06755178456691595,-0.10707992419498039
2024-10-12 06:40:00,0.06661433669776844,-0.05698160480280898
2024-10-12 06:50:00,0.06573915166836834,-0.004515937006299888
2024-10-12 07:00:00,0.065,0.04999999999999999
2024-10-12 07:10:00,0.064440314529858,0.10623803979678098
2024-10-12 07:20:00,0.0639821773587781,0.16382566706568177
2024-10-12 07:30:00,0.06351733290350632,0.22237927926357828
2024-10-12 07:40:00,0.06293752558078868,0.28151527384734626
2024-10-12 07:50:00,0.06213449980737124,0.3408500482738615
2024-10-12 08:00:00,0.061,0.4
2024-10-12 08:10:00,0.05946202180791859,0.45858367143062845
2024-10-12 08:20:00,0.057593565810361,0.5162281847625773
2024-10-12 08:30:00,0.05550388381905878,0.5725628071406674
2024-10-12 08:40:00,0.0533022276457435,0.6272168057097205
2024-10-12 08:50:00,0.05109784910214672,0.6798194476145575
2024-10-12 09:00:00,0.049,0.73
2024-10-12 09:10:00,0.04709122786809724,0.7773902374436682
2024-10-12 09:20:00,0.04534726310348159,0.8216319642543799
2024-10-12 09:30:00,0.043717131820258555,0.862369492173752
2024-10-12 09:40:00,0.04214986013253362,0.8992471329434014
2024-10-12 09:50:00,0.04059447415441227,0.9319091983049452
2024-10-12 10:00:00,0.039,0.9600000000000001
2024-10-12 10:10:00,0.03734436301598876,0.9832442676835877
2024-10-12 10:20:00,0.03572108547941633,1.001688402664348
2024-10-12 10:30:00,0.03425258889990699,1.015459224164325
2024-10-12 10:40:00,0.033061294787084985,1.0246835514055632
2024-10-12 10:50:00,0.03226962465057457,1.0294882036101065
2024-10-12 11:00:00,0.032,1.03
2024-10-12 11:10:00,0.03232761636424404,1.0262993584886477
2024-10-12 11:20:00,0.033138765349223435,1.0182810917548955
2024-10-12 11:30:00,0.03427251258011348,1.0057936111689487
2024-10-12 11:40:00,0.03556792368208941,0.9886853281010134
2024-10-12 11:50:00,0.0368640642803265,0.9668046539212952
2024-10-12 12:00:00,0.038,0.9400000000000001
2024-10-12 12:10:00,0.0388451715270351,0.9081786687321918
2024-10-12 12:20:00,0.03939051979035657,0.871483526612367
2024-10-12 12:30:00,0.039657360779639106,0.8301163311598806
2024-10-12 12:40:00,0.039667010484557404,0.7842788398940874
2024-10-12 12:50:00,0.03944078489478614,0.7341728103343422
2024-10-12 13:00:00,0.039,0.68
2024-10-12 13:10:00,0.0383750308609489,0.6220044851011042
2024-10-12 13:20:00,0.037632488822683614,0.5605996166104519
2024-10-12 13:30:00,0.036848044301330096,0.49624106419152936
2024-10-12 13:40:00,0.03609736771301433,0.42938449750782254
2024-10-12 13:50:00,0.035456129473862306,0.36048558622281746
2024-10-12 14:00:00,0.035,0.29000000000000004
2024-10-12 14:10:00,0.03478896428842855,0.21838672419672553
2024-10-12 14:20:00,0.03482026565964975,0.14611800694582586
2024-10-12 14:30:00,0.03507546201504054,0.07366941207400227
2024-10-12 14:40:00,0.03553611125597787,0.0015165034079559683
2024-10-12 14:50:00,0.036183771283838706,-0.06986515522561186
2024-10-12 15:00:00,0.037,-0.13999999999999999
2024-10-12 15:10:00,0.03794133420755912,-0.2084217522583763
